time,answer,money,get_money,watch,views,gender,lable,url,content,,,,,,,,,,,,,,,,
2018/9/9 20:03,1,12,12,0,23,女,\,https://sns.guahao.com/question/axJCj21386984557707265,女.42岁.有时心慌.甲状腺素好的.睡眠好的.心电图好的.心彩超好的.拍了胸片说支管有点炎症.你说心脏有问题吗,,,,,,,,,,,,,,,,
2018/9/9 19:41,10,0,0,0,120,男,\,https://sns.guahao.com/question/UpxoF21384327879262210,男.30岁.每天感觉精力不够.头很重.感觉很困.想问题想不了.大脑像是生锈了,,,,,,,,,,,,,,,,
2018/9/9 19:37,3,0,0,0,55,女,\,https://sns.guahao.com/question/HaTgA21383712012795906,女.2岁.宝宝两岁.主要病历在图中.检查了胃部b超.然后结果在图中.医生说有点炎症.在医院没看到医生开了头孢（世福素）.回来才发现.然后我们青霉素过敏不能吃.小孩子如果不吃这个药自己能好么？还是一定要用其他的消炎得代替？如果一定要吃消炎的.要吃哪个药？不一定要吃的话多久能养好？,,,,,,,,,,,,,,,,
2018/9/9 19:13,1,6,6,0,23,\,\,https://sns.guahao.com/question/LYTef21380787404341250,没有脱出.就是大便厕纸上会有鲜血.也不疼,,,,,,,,,,,,,,,,
2018/9/9 18:50,2,0,0,0,27,女,\,https://sns.guahao.com/question/yQDEG21377890599862275,女.27岁.手洗了几个菜起了一手的皱子.手指缝里都是.以前只有手指头起皱子,,,,,,,,,,,,,,,,
2018/9/9 18:10,1,0,0,0,18,男,\,https://sns.guahao.com/question/iIjub21372869116198915,男.25岁.我在外地做的牙齿矫正.治疗了一年多.现在到上海这边居住.接下来应该如何治疗？哪家医院接中途转院的,,,,,,,,,,,,,,,,
2018/9/9 18:09,4,6,6,0,36,\,\,https://sns.guahao.com/question/yvSqV21372708222730241,三个月宝宝醒着不吃奶.刚睡也不吃.必须睡实了快醒了但是没醒的时候吃.别的时候都不吃什么原因,,,,,,,,,,,,,,,,
2018/9/9 18:01,2,12,12,0,14,\,\,https://sns.guahao.com/question/xXxyB21371719895810049,潘四梅左右无名指小指发麻涨,,,,,,,,,,,,,,,,
2018/9/9 17:37,1,0,0,0,13,女,\,https://sns.guahao.com/question/ekWoD21368648146944001,女.36岁.大腿膝盖上面位置已经好几个月了不疼不痒.请问这是什么病.应该用什么药？谢谢?,,,,,,,,,,,,,,,,
2018/9/9 17:27,5,0,0,0,48,男,\,https://sns.guahao.com/question/GKKio21367463922925568,男.39岁.我的一颗牙在牙冠根部折断了.想咨询以下牙根是否还有保留价值？（这颗牙做过根管.装了全瓷牙冠）,,,,,,,,,,,,,,,,
2018/9/9 17:17,8,12,12,0,123,女,\,https://sns.guahao.com/question/BtSdb21366189733249026,23岁.女.从第一次初潮.例假就没有准过.而且量少..引产一次.这次是9/1来的.这是今年第一次.检查了b超.激素六项是例假第三天做的.想问问我这月经是不是正常.身体还会有什么别的疾病吗.谢谢医生,,,,,,,,,,,,,,,,
2018/9/9 17:10,14,12,12,0,139,\,\,https://sns.guahao.com/question/JAKTo21365318182043650,我反复尿路管发炎.久治不愈。现在肝脏也不好。吃了尿路管的药后肝功能又不正常。不吃又不行。两者相克的.我还有救吗？,,,,,,,,,,,,,,,,
2018/9/9 16:44,7,12,12,0,58,\,\,https://sns.guahao.com/question/ZHeXI21362050504622081,医生你好.我们家宝宝四个月.腿上皮肤特别粗糙.干.手臂上局部地方也有.没有用过沐浴露.一直清水洗澡.这种是什么情况？如何护理？,,,,,,,,,,,,,,,,
2018/9/9 16:34,2,0,0,0,24,男,\,https://sns.guahao.com/question/chZIs21360711450066947,男.28岁.半月前跑马拉松.左膝盖如图中画圈位置在赛中无异常.赛后洗澡小憩后弯曲膝盖会出现痛感.按压在骨尖端位置有痛感。后经过一周休息痛感消失.一般强度运动也无异样。于两周后进行速度跑练习时再次触发。症状如前。请问需要怎样能促进痊愈。非常感谢！,,,,,,,,,,,,,,,,
2018/9/9 16:32,5,6,6,0,58,\,\,https://sns.guahao.com/question/dYovG21360508758163456,请看下我的精子报告单.这样会不会影响生育呢？要吃什么药可以改善？之前吃了两个月的中药还有番茄红素.还有钙铁锌。还要吃什么好呢？饮食方面哪些可以提高精子的质量呢？,,,,,,,,,,,,,,,,
2018/9/9 16:20,8,12,12,0,46,\,\,https://sns.guahao.com/question/FqvOP21359045734629379,手臂上一直有白色的点.一直都好不了。,,,,,,,,,,,,,,,,
2018/9/9 16:13,1,12,12,0,18,\,\,https://sns.guahao.com/question/ZDhje21358123260346370,医生给我开的这些药.还有一种药叫.龙鹿丸.搭配一起吃.吃了半年左右.效果还是有的.就是不知道还要吃多久.等不及了.只有选择做试管.,,,,,,,,,,,,,,,,
2018/9/9 15:54,3,0,0,0,28,女,\,https://sns.guahao.com/question/qTcuU21355702285041664,女.45岁.视神经在淮安一院冶疗后有好转。现又复发请问要用什么药？,,,,,,,,,,,,,,,,
2018/9/9 15:51,1,0,0,0,32,女,\,https://sns.guahao.com/question/jxoVv21355275636211712,女.29岁.做喉镜的时候.发现鼻子里长了这个东西.见图片.请问严重吗.需要如何治疗,,,,,,,,,,,,,,,,
2018/9/9 15:47,1,128,128,1,419,男,\,https://sns.guahao.com/question/MykWd21354775486464001,王英捷.男12岁.今年8月24号.找你看过了.也开了药了。当时你说化验结果出来再给你看的。现在结果出来了游离甲状腺素低.我们是要继续用你之前的药.还是要用其他的什么吗？,,,,,,,,,,,,,,,,
2018/9/9 15:38,3,0,0,0,34,女,\,https://sns.guahao.com/question/ACKEV21353654489481217,女.23岁.用了两次克霉唑阴道片.每次用完三个疗程内裤就有黄色是怎么回事.一直好不了.有注意卫生,,,,,,,,,,,,,,,,
2018/9/9 15:28,7,6,6,0,57,\,\,https://sns.guahao.com/question/JyyIv21352465970561025,早上喝了豆腐脑.里面有黄豆.怀疑没有煮熟.现在胃胀的难受.感觉喘不开气,,,,,,,,,,,,,,,,
2018/9/9 15:19,7,0,0,0,48,女,\,https://sns.guahao.com/question/vjkNw21351269478285313,女.26岁.反流突然变严重.半卧位都会反流到嘴里.睡眠差.口腔粘膜黄.皮肤黄,,,,,,,,,,,,,,,,
2018/9/9 15:18,1,6,6,0,23,\,\,https://sns.guahao.com/question/QlYER21351163855142914,医生.看了您的回答帮助很大。我上个月放假在家不舒服的时候做了24小时心电图.就是显示心率稍快.但是医生说心脏没问题.让我平时多运动放松心情。开了倍他乐克.晚上实在难受的时候吃半片。但是一个月以来并没有好转.最近胸闷越来越严重.脖子转动就很疼.前胸左肩和脖子发硬。因为胸闷心慌去了好几次医院.查心脏都没事.爸妈都烦我了.我也不想再让他们担心和花钱了。所以这次想自己去医院查查颈椎。想问问您在答案里提到的CT和颈椎片要多少钱啊？在加上后续治疗的费用.我先有个准备。。谢谢您,,,,,,,,,,,,,,,,
2018/9/9 15:02,1,6,6,0,19,\,\,https://sns.guahao.com/question/rsfds21349190518996994,如果不手术也可认吗,,,,,,,,,,,,,,,,
2018/9/9 14:54,5,6,6,0,38,\,\,https://sns.guahao.com/question/KlEoV21348220131115010,下眼皮夹层长出一个黄豆大小的豆·连续吊水五天·吃罗红霉素·二丁颗粒·还是不见好转·请问我这个该怎么办啊·,,,,,,,,,,,,,,,,
2018/9/9 14:45,1,0,0,0,21,女,\,https://sns.guahao.com/question/EjOpt21347029577957378,女.21岁.你好.我想知道我7月初药流的-.8月23来的月经..到现在还有一点点.去医院复查抽血正常了.但是内膜还是很厚.为什么啊？,,,,,,,,,,,,,,,,
2018/9/9 14:28,13,12,12,0,179,女,\,https://sns.guahao.com/question/MYznP21344952741068800,女童.九周4个月.身高145.体重58斤.乳房已经开始发育。想问一下是不是属于早发育？,,,,,,,,,,,,,,,,
2018/9/9 14:09,1,30,30,0,24,\,\,https://sns.guahao.com/question/JJEpu21342443519672323,李主任.是否先阿力哌唑加量?,,,,,,,,,,,,,,,,
2018/9/9 13:51,3,6,6,0,67,女,\,https://sns.guahao.com/question/cKFTk21340256087375874,本人女.57岁.前天做了钼靶检查.报告说和去年差不多.但是结论又和去年不同.求医生解答.谢谢！,,,,,,,,,,,,,,,,
2018/9/9 13:50,46,6,6,0,468,\,\,https://sns.guahao.com/question/kZSwP21340071632371713,破处后会不会影响身体发育,,,,,,,,,,,,,,,,
2018/9/9 13:40,13,6,6,0,212,女,\,https://sns.guahao.com/question/ZJZws21338876230533122,女31岁.二月前做了体检.报告有些内容看不懂.特别划线部分的指标要紧吗？麻烦各位医生给解答一下好吗？谢谢！,,,,,,,,,,,,,,,,
2018/9/9 13:40,29,6,6,0,250,\,\,https://sns.guahao.com/question/FswwS21338844618096642,没注意踩了自家3个月的小狗一脚.貌似被小狗咬了.接着我用肥皂打水洗了洗.请问需要打针吗？,,,,,,,,,,,,,,,,
2018/9/9 13:36,7,12,12,0,64,\,\,https://sns.guahao.com/question/VXHcv21338334265638914,我去年年底化疗结束、但现在白细胞一直偏低、只有2.0。吃中药、吃贞芪扶正胶襄、乌苯美司胶囊、地榆升白片、一会2.3一会2.1怎么办。谢谢了,,,,,,,,,,,,,,,,
2018/9/9 13:35,9,6,6,0,123,男,\,https://sns.guahao.com/question/hwzbM21338225591255043,男.40岁。腹主动脉.右侧骼总动脉周围及肝门区多发淋巴结肿大.淋巴瘤可能。,,,,,,,,,,,,,,,,
2018/9/9 13:23,15,6,6,0,143,女,\,https://sns.guahao.com/question/NCDxI21336331756044290,女.24岁.1994年的女生.最近几天胃口不好.吃不下饭.其他没什么状况.请问什么原因呢？我该注意什么呢？吃什么药呢？,,,,,,,,,,,,,,,,
2018/9/9 12:58,1,0,0,0,22,女,\,https://sns.guahao.com/question/hlYjx21333510916734977,女.25岁.黑眼珠前面有一层膜.用手可以感受得到和眼珠大小一致....稍微有一点点凸起.所以用手摸可以感觉.这个眼角膜吗.是正常现象吗,,,,,,,,,,,,,,,,
2018/9/9 12:55,20,6,6,0,186,\,\,https://sns.guahao.com/question/UCekI21333184503382016,可否口服？我静脉找不到输液的地方了.都看不清.护士让问问大夫可否口服,,,,,,,,,,,,,,,,
2018/9/9 12:25,15,12,12,0,85,男,\,https://sns.guahao.com/question/LkfBr21329448085258243,男.47岁.这几天感觉右侧后脑局部有痛感.该看哪个科？,,,,,,,,,,,,,,,,
2018/9/9 11:55,1,0,0,0,9,男,\,https://sns.guahao.com/question/omoRN21325670166626304,男.31岁.蚊子叮咬。现在变成比较大一红点。。。可以涂艾洛松？芦荟？复方鱼肝油？,,,,,,,,,,,,,,,,
2018/9/9 11:52,2,0,0,0,24,男,\,https://sns.guahao.com/question/qcybh21325324836962307,男.2岁.突然发现宝宝的指甲像被什么压了.但是手没有紫.按理说如果是门夹了应该会紫吧.请问医生这是啥？有三个指甲有这情况.应该也没啥反应.不疼不痒的。,,,,,,,,,,,,,,,,
2018/9/9 11:52,1,0,0,0,17,女,\,https://sns.guahao.com/question/ZNQQy21325237377400833,女.24岁.八月25号来月经.28号结束。九月8号.有豆沙样分泌物和子宫内膜样分泌物,,,,,,,,,,,,,,,,
2018/9/9 11:40,1,6,6,0,22,\,\,https://sns.guahao.com/question/ZPgOJ21323754267246595,现在萧山哪个医院可以约到10.4的nt需要先建卡再去做吗？,,,,,,,,,,,,,,,,
2018/9/9 11:32,1,0,0,0,21,女,\,https://sns.guahao.com/question/QBfTQ21322691447390209,女.22岁.四月份的时候去泰国旅游被蚊子叮咬.一直持续微微有点痒的状态.八月份的时候还是痒自己不小心抠破皮.并有化脓现象.去医院看医生.第一次医生开了：安尔碘皮肤消毒剂以及莫匹罗星软膏.涂抹一星期后依然伤口化脓无好转.第二次看医生开了重组牛碱性成纤维细胞生长因子外用溶液.已经用药三天目前依然觉得没有效果.请问应该怎么办？,,,,,,,,,,,,,,,,
2018/9/9 11:19,4,6,6,0,30,男,\,https://sns.guahao.com/question/lwULi21321090601091074,男.45岁.上身左乳下有不规则挫疮三个.呈周围红.中间白.按压有稍微痛感.求问怎么治？,,,,,,,,,,,,,,,,
2018/9/9 10:58,2,0,0,0,35,女,\,https://sns.guahao.com/question/oaFNp21318441591930880,女.0岁.4个半月的女孩.趴着的时候头抬得蛮好的.但是竖着抱她的时候她一直陪在大人肩膀上.我看到别的这个月龄的孩子上半身都是很硬的转来转去的.我家就抱着的时候一直下巴搭在我们肩膀的.是因为抬头练得不够吗？,,,,,,,,,,,,,,,,
2018/9/9 10:56,3,6,6,0,37,\,\,https://sns.guahao.com/question/NCmXq21318224853401601,自己小的时候不懂事.拿右手食指指腹去按压挤鼻尖.导致鼻尖增生.有没有办法治疗？,,,,,,,,,,,,,,,,
2018/9/9 10:55,17,12,12,0,202,女,\,https://sns.guahao.com/question/HfYuT21318037879685121,体检得出.实际年龄55岁性别女,,,,,,,,,,,,,,,,
2018/9/9 10:52,4,0,0,0,37,女,\,https://sns.guahao.com/question/koynd21317686212526082,女.0岁.医生您好.我想咨询我家宝宝二个多月.一直没见她有眼泪流出来.眼睛也没有分泌眼屎.是不是泪腺不通呢？她这种症状属于什么,,,,,,,,,,,,,,,,
2018/9/9 10:45,3,0,0,0,32,男,\,https://sns.guahao.com/question/WOyGV21316856130338817,男.53岁.4'～5年前就一只手一丁点藓.后面越来越厉害.也吃过灰黄霉素.涂抹过其他药膏也不管用。今年特别严重.伤口裂开也长久不能愈合.还很痒。,,,,,,,,,,,,,,,,
2018/9/9 10:38,12,12,12,0,115,\,\,https://sns.guahao.com/question/UlmtP21315960770199553,请问二周前做的胆囊切除手术.这伤口现在这样是怎么回事？只能睡着.不能坐起来.坐着就感觉后背难受.这是术后反映？,,,,,,,,,,,,,,,,
2018/9/9 10:37,14,12,12,0,96,男,\,https://sns.guahao.com/question/AbSLm21315869623746560,男.37岁.这几年头的两侧长出的什么东西？不疼不痒的！,,,,,,,,,,,,,,,,
2018/9/9 10:26,1,12,12,0,24,\,\,https://sns.guahao.com/question/ITZBk21314422802808833,做了下肢静脉b超.说是没有问题的,,,,,,,,,,,,,,,,
2018/9/9 10:24,4,6,6,0,41,女,\,https://sns.guahao.com/question/EymzE21314175793922050,女.42岁。三年前大腿上有很多块皮肤痒.然后会抓破.经常反复.后来也没怎么擦药好像也好了。但是这一块始终未能痊愈.现在已经是比较好的状态.涂点乳液就会好很多.但就是不能完全恢复。不知道是什么毛病？怎么治？,,,,,,,,,,,,,,,,
2018/9/9 10:21,3,6,6,0,36,女,\,https://sns.guahao.com/question/SeFRO21313808972709890,我家女孩今年13岁了.还没有来月经.怎么办？是不是有什么其它问题？,,,,,,,,,,,,,,,,
2018/9/9 10:00,9,6,6,0,61,\,\,https://sns.guahao.com/question/CzyQy21311138971058177,35岁.下巴和脖子之间交界处起了一个疙瘩.用手可以摸出来.要紧吗？是什么东西？,,,,,,,,,,,,,,,,
2018/9/9 9:54,8,12,12,0,98,男,\,https://sns.guahao.com/question/KDZRo21310475564285952,男.42岁我尿酸530脚跟疼没有红肿热痛.其他关节也没有症状。吃了非布司他10天降到了363。我们县里的大夫说不让在吃药了.怕在吃降太低不好。请问各位专家是继续服药还是停药.还是慢慢减量,,,,,,,,,,,,,,,,
2018/9/9 9:51,10,12,12,0,77,\,\,https://sns.guahao.com/question/MdrqV21310057142616065,甲状腺双侧叶囊性包块.甲状腺左侧叶囊实性结结要做手术吗？有没有微创手术？,,,,,,,,,,,,,,,,
2018/9/9 8:48,1,0,0,0,11,女,\,https://sns.guahao.com/question/cKPbB21302052699275265,女.28岁.2周前贴了虎骨贴.手臂上长了小红疙瘩.没扩散开来.用的夫西地酸乳膏一直没见好,,,,,,,,,,,,,,,,
2018/9/9 8:43,1,18,18,1,66,\,\,https://sns.guahao.com/question/XWZxY21301457546444801,丨年前秋天刚上距我家很远的高中上高一新学期.却不料两周后下半身发臭.我认为是下身阴毛所散发.手檫拭发现手上也很臭.气味比香烟更难闻.若有时坐在胶凳上会有一种气油味.总之这气味散发范围广到10ⅹ10平方米。那天我做了检查睾丸与附睾与精液都很正常.只是左睾略小些。请您给我解释一下.顺便发给我一些这些方面的知识.可以吗？医师,,,,,,,,,,,,,,,,
2018/9/9 8:33,6,0,0,0,56,男,\,https://sns.guahao.com/question/xkXGS21300252069888000,男.7岁.孩子最近两个月老是憋不住尿.晚上老爱尿裤子.不知道是怎么回事,,,,,,,,,,,,,,,,
2018/9/9 8:15,1,30,30,1,31,\,\,https://sns.guahao.com/question/wVdOh21297907311378434,你好.我做了结扎手术.现在想做输卵管复通手术.已经在你们医院做了造影.后来医生说要证明.请问一下有了准生证就可以做.还是还需要别的证明,,,,,,,,,,,,,,,,
2018/9/9 8:07,37,6,6,0,278,女,\,https://sns.guahao.com/question/IVpTB21296896865763331,女46岁躺着.头不能动.如一动就旋转.怎回事.怎样治疗,,,,,,,,,,,,,,,,
2018/9/9 8:01,1,12,0,0,62,\,\,https://sns.guahao.com/question/RWYsj21296170208919554,我家小孩今年虚岁14.化验血.尿酸高.开始验是507.最近复查是478.请向能治好吗？（他人高l米76.体重74公斤）谢谢！,,,,,,,,,,,,,,,,
2018/9/9 7:23,30,6,0,0,205,\,\,https://sns.guahao.com/question/NkLkz21291458281668610,早上空腹喝中药可以吗？空腹喝还是宁愿不喝.哪个好？,,,,,,,,,,,,,,,,
2018/9/9 6:41,5,0,0,0,48,男,\,https://sns.guahao.com/question/CgAnn21286073992806402,男.43岁.老是浑身有过电的感觉..手会有麻和针扎的感觉..是怎么回事,,,,,,,,,,,,,,,,
2018/9/9 6:32,9,6,6,0,53,\,\,https://sns.guahao.com/question/QRiYk21284984371347458,吃汤泡饭对健康有利还是不利,,,,,,,,,,,,,,,,
2018/9/9 2:31,34,6,6,0,583,女,\,https://sns.guahao.com/question/TzBzZ21254615901175808,女.三十多.单身快2年了.都用手.最近因身体不适躲在床上性欲一直很强.请问什办法减弱或没有.谢谢,,,,,,,,,,,,,,,,
2018/9/9 1:06,4,6,6,0,59,\,\,https://sns.guahao.com/question/sDTnP21243973873991682,年龄大.想去医院生殖科把卵子冷冻起来..想知道没有结婚证.试管医院给冷冻卵子.还是必须有结婚证才有资格去试管医院冷冻卵子？想知道没结婚证可以在医院挂号去冷冻卵子吗,,,,,,,,,,,,,,,,
2018/9/9 0:58,1,1,0,0,18,女,\,https://sns.guahao.com/question/HtaWc21242979272425473,女.36岁.一周前发现鼻子一块白.这两年有几根白色眉毛.在当地医院看了没有确定.开了他克.请问能看好吗.,,,,,,,,,,,,,,,,
2018/9/9 0:58,1,0,0,0,23,男,\,https://sns.guahao.com/question/lJjxR21242958590345216,男.25岁.医生您好.我想咨询关于蛀牙方面的问题。左下后槽牙蛀牙严重.已经超过1/4脱落.破损面黑色.请问该如何治疗？补牙还有效吗？另外上海的有哪些牙科医院经济且效果好？医保能报销吗？多谢！！！,,,,,,,,,,,,,,,,
2018/9/9 0:26,26,30,30,0,163,\,\,https://sns.guahao.com/question/JEpYd21238997214887937,请问一下老年人闪到腰贴什么涂抹什么药膏比较好？,,,,,,,,,,,,,,,,
2018/9/9 0:19,3,0,0,0,30,女,\,https://sns.guahao.com/question/nWINk21238106252476416,女.51岁.右臂疼了三个多月了、向后伸展不了、刚刚拍完片、怎样治疗最佳,,,,,,,,,,,,,,,,
2018/9/9 0:05,8,6,6,0,53,男,\,https://sns.guahao.com/question/ZvcMZ21236262771949571,男性.20岁.刚到学校这几天腰部和背部经常发痒.并且长了不少小疹子.请问这是什么造成的.又有什么解决办法呢。,,,,,,,,,,,,,,,,
2018/9/8 23:59,1,6,6,0,35,男,\,https://sns.guahao.com/question/knzak21235593851731970,男.29岁.主任.像我这种情况改做些什么检查。之前只感觉手软.现在脚也好软了。怎样才能完全治好。,,,,,,,,,,,,,,,,
2018/9/8 23:50,1,30,30,1,43,\,\,https://sns.guahao.com/question/sbzav21234454886416384,徐主任您好！我先生前天手腕受了伤.一直很痛.今天去医院拍了片子.说是有块小骨头断了！并且现很肿！麻烦徐主任能否帮忙诊断下.需要进行怎样的治疗？谢谢！,,,,,,,,,,,,,,,,
2018/9/8 23:48,10,6,6,0,234,\,\,https://sns.guahao.com/question/JiXvm21234147479552001,儿子16岁同性恋能改吗,,,,,,,,,,,,,,,,
2018/9/8 23:47,2,12,12,0,27,\,\,https://sns.guahao.com/question/vcswB21234028044648449,16岁.最近不知道吃了什么.或者是护肤品擦错了.前几天脸还发烫.很红.过了没多久脸上长了好多这种一颗一颗小的.会冒白头.微痒.长得又快又多.到底怎么办.该吃些什么药？,,,,,,,,,,,,,,,,
2018/9/8 23:22,1,0,0,0,24,女,\,https://sns.guahao.com/question/RiJPd21230897628037120,女.19岁.来大姨妈十天了.这次是八月三十号来的.并且是八月第三次来大姨妈了……,,,,,,,,,,,,,,,,
2018/9/8 23:09,1,30,30,0,42,\,\,https://sns.guahao.com/question/RuZjS21229305453379586,年龄32.眼周有动态鱼尾纹.不笑没有.一笑起来鱼尾纹很严重.想打去皱针.请问您那里可以打吗？价格是多少？,,,,,,,,,,,,,,,,
2018/9/8 23:03,4,0,0,0,39,男,\,https://sns.guahao.com/question/sjMND21228550598262784,男.25岁.医生您好.我想咨询关于蛀牙方面的问题。左下后槽牙蛀牙严重.已经超过1/4脱落.破损面黑色.请问该如何治疗？补牙还有效吗？另外上海的有哪些牙科医院经济且效果好？医保能报销吗？多谢！！！,,,,,,,,,,,,,,,,
2018/9/8 23:00,2,0,0,0,34,女,\,https://sns.guahao.com/question/URmSH21228104840183810,女.25岁.晚上散步完突然觉得左手手掌有点痒.捏了捏.一会不痒了.大拇指突然肿了.也不疼.就是肿胀的感觉.鼓起来.想问一下是什么原因.要怎么解决？谢谢,,,,,,,,,,,,,,,,
2018/9/8 22:56,5,6,6,0,41,女,\,https://sns.guahao.com/question/SQAGg21227567275114497,18岁.女.身上起很多小点.像被虫子咬过一样.会起浓水.越长越多,,,,,,,,,,,,,,,,
2018/9/8 22:51,2,0,0,0,41,女,\,https://sns.guahao.com/question/IXrmq21226983268614147,女.8岁.8周岁女。被同学捏了一下左边乳房.3天后告诉妈妈.乳房硬了.早晨去跳舞时候趴在地上练习.疼。妈妈摸了一下.左边乳房确实硬硬的.右边乳房软软的。胸部是平的.没有发育。,,,,,,,,,,,,,,,,
2018/9/8 22:50,17,12,12,0,132,\,\,https://sns.guahao.com/question/PNXaC21226893858603010,医生好.我儿子今年七岁.最近一段时间经常讲头疼.尤其早晚.吃喝都正常.流过几次鼻血.不知道什么原因.去医院也不知道挂什么科,,,,,,,,,,,,,,,,
2018/9/8 22:38,1,6,6,0,30,\,\,https://sns.guahao.com/question/kBPWH21225388317409281,宝宝5周岁.9月3号做了扁桃体腺样体摘除.这几天一直吃头孢消炎.可是宝宝呼出来的气有恶臭.请问一下是不是发炎了.该怎么办,,,,,,,,,,,,,,,,
2018/9/8 22:34,8,6,6,0,42,女,\,https://sns.guahao.com/question/qebBI21224808196931584,医生你好.我过几天来做输卵管造影.现在可以用红核妇洁洗液清洗阴道吗,,,,,,,,,,,,,,,,
2018/9/8 22:33,6,6,6,0,53,\,\,https://sns.guahao.com/question/yJmFq21224736428195841,宝宝5周岁.9月8号做了扁桃体腺样体摘除.吃头孢消炎药没停过.这几天宝宝呼出来的气有恶臭.求助下是不是发炎了,,,,,,,,,,,,,,,,
2018/9/8 22:24,1,12,0,0,54,\,\,https://sns.guahao.com/question/SBTaS21223566573895682,我喝凉水或者冰水会马上拉肚子.请问要吃什么药可以解决问题？,,,,,,,,,,,,,,,,
2018/9/8 22:22,1,12,12,0,20,\,\,https://sns.guahao.com/question/rRVYv21223310211710977,我需要拍片吗？,,,,,,,,,,,,,,,,
2018/9/8 22:14,4,12,12,0,37,女,\,https://sns.guahao.com/question/GALwk21222278507298818,女.19岁.药流今天做B超检查没有流干净.医生让吃药看看.但是不知道是现在吃还是等下次月经吃,,,,,,,,,,,,,,,,
2018/9/8 21:55,6,6,6,0,68,男,\,https://sns.guahao.com/question/gpcGj21219932341567490,男孩两岁4个月.说话退步.眼神不对视.自己玩.爱动.动作反复。睡觉少.有时眨眼睛..爱趴地。请问是什么情况.应挂什么科.做什么检查.好治吗？谢谢。,,,,,,,,,,,,,,,,
2018/9/8 21:55,6,12,12,0,73,\,\,https://sns.guahao.com/question/RDkUm21219920882761729,我先孕9周多一点！没有任何不良征兆.就是孕酮还是不高.这样没事吧,,,,,,,,,,,,,,,,
2018/9/8 21:48,2,0,0,0,28,女,\,https://sns.guahao.com/question/vIrZV21219085536755715,女.28岁.体检指数有些偏高.第一次8月25去检查.谷丙转氨酶68.后来调整了作息时间.今天去检查.谷丙转氨酶还是偏高52.谷草转氨酶32.请问肝功能是否有问题？,,,,,,,,,,,,,,,,
2018/9/8 21:47,1,6,6,0,13,\,\,https://sns.guahao.com/question/JskDQ21218939736489986,绷带已使用.白天注意还好没问题.晚上会打喷嚏或者打哈气.嘴巴张大了就脱位了。有时要托几个小时等门诊医生上班后复位.年纪大了.还有其它办法治疗.让她减少脱位减少痛苦吗？,,,,,,,,,,,,,,,,
2018/9/8 21:39,1,6,6,0,16,\,\,https://sns.guahao.com/question/ZrNfu21217881654099970,赵医生.那该如何理疗呢？,,,,,,,,,,,,,,,,
2018/9/8 21:34,1,12,12,1,27,女,\,https://sns.guahao.com/question/tbsfW21217335421501443,本人49岁.女性.总有控制不住滴尿现象.尤其是跑步或者蹦跳.直接尿出来.是怎么回事？怎么治疗。谢谢！,,,,,,,,,,,,,,,,
2018/9/8 21:31,1,30,30,1,67,\,\,https://sns.guahao.com/question/XHKMF21216920237834241,医生您好我27岁9月4号做的输卵管造影一面堵塞？一面积水。求医生建议,,,,,,,,,,,,,,,,
2018/9/8 21:25,4,6,6,0,67,女,\,https://sns.guahao.com/question/smFRu21206511103574019,女.2岁.小孩胃照了b超有点炎症.当时没看医生开得药.回到家发现是头孢.主要青霉素过敏.不能吃.请问有什么消炎药可以替代头孢？主要病历在图中.开的药也在图中.望医生能解答.谢谢！,,,,,,,,,,,,,,,,
2018/9/8 21:24,12,12,12,0,81,\,\,https://sns.guahao.com/question/gXbqJ21216084489175041,麻烦帮我分析一下我的报告。颈椎什么毛病?需要如何治疗?,,,,,,,,,,,,,,,,
2018/9/8 21:22,29,6,6,0,306,\,\,https://sns.guahao.com/question/oKwKS21215757866172418,拉屎用力了.血管会爆？,,,,,,,,,,,,,,,,
2018/9/8 21:20,3,0,0,0,29,女,\,https://sns.guahao.com/question/gMNwD21215585476050947,女.82岁.腿上是突然疼.开始是皮疼后来感觉筋疼一直蔓延到整条腿.然后开始长一些像血泡似的泡,,,,,,,,,,,,,,,,
2018/9/8 21:11,4,0,0,0,49,男,\,https://sns.guahao.com/question/nhSCr21214350855405569,男.3岁.小孩脖子里面有两粒圆圆的东西.大概半年时间.不仔细看.看不出来.摸着好像里面有两粒小东西.也不知道是什么.外观看上去两颗圆圆的比较大.在淋巴那边,,,,,,,,,,,,,,,,
2018/9/8 21:05,20,6,6,0,129,\,\,https://sns.guahao.com/question/nlMPl21213661854990337,请问医生.现在到秋天了.晚上气温很凉爽.17度左右.所以房间窗户每天晚上都是打开睡觉.这样会不会着凉生病？就是打开窗户开纱窗.还是这个天气气温.是把窗户关上紧闭比较保险？还是打开比较舒适？,,,,,,,,,,,,,,,,
2018/9/8 20:43,1,18,18,0,26,\,\,https://sns.guahao.com/question/pxdFn21210919623262210,嗯.是的.长在臀部.小时候会痒.就会有时候用笔尖扎下.要紧吗,,,,,,,,,,,,,,,,
2018/9/8 20:23,6,6,6,0,65,男,\,https://sns.guahao.com/question/SlIcL21208332272435201,男.35岁.下身左边现胀.前面.是怎么回事,,,,,,,,,,,,,,,,
2018/9/8 20:22,1,0,0,0,19,男,\,https://sns.guahao.com/question/rdUpc21208290243411969,男.0岁.宝宝出生50天.如图耳朵家里天天拽可以矫正吗？或者带耳朵矫正器还可以有用吗？谢谢解答！,,,,,,,,,,,,,,,,
